Date,close,daily_return,ma_7,ma_30,volatility_30,rsi_14
2019-02-12,1601.60986328125,-0.00570716304662322,1620.499302455357,1587.4443725585938,0.008935994570965968,56.45382411712592
2019-02-14,1593.1759033203125,-0.00526592658692715,1618.2617013113838,1587.4577677408854,0.00882719214822001,55.99068986461308
2019-02-15,1582.2425537109375,-0.006862612964826376,1612.0587506975446,1586.9936564127604,0.00890631715593734,53.59069998146086
2019-02-18,1563.589111328125,-0.011789243273140015,1602.1072823660713,1586.1070963541667,0.009133235741823561,51.935632025262684
2019-02-19,1551.138427734375,-0.007962887118837969,1589.2168666294642,1584.7088256835937,0.009220920981088104,45.926587109391946
2019-02-20,1547.1668701171875,-0.002560414690382262,1578.5322440011162,1583.59765625,0.009131219170909291,50.03551212235593
2019-02-21,1566.0880126953125,0.012229542232048862,1572.1443917410713,1582.6962158203125,0.009301073249501052,47.889404854912414
2019-02-22,1578.4495849609375,0.00789328068755868,1568.8357805524554,1582.1711263020834,0.009425827163761702,41.47495108522546
2019-02-25,1579.8773193359375,0.0009045169314263468,1566.9359828404017,1582.1934366861979,0.009268585132659631,40.91805869126338
2019-02-26,1581.751708984375,0.0011864146826447985,1566.8658621651787,1582.4418538411458,0.009251182750150376,34.80544012408308
2019-02-27,1549.844482421875,-0.020172082875755004,1564.90234375,1580.8546793619792,0.009551542296912014,25.297459581289715
2019-02-28,1546.408203125,-0.0022171768431277217,1564.226597377232,1579.6676391601563,0.009413366986824394,21.071252201437474
2019-03-01,1548.193359375,0.0011543887612550652,1564.3732386997767,1579.1663411458333,0.00917837679344827,24.82494234178988
2019-03-05,1539.2236328125,-0.005793673321348614,1560.5354701450892,1578.5862101236978,0.009206043460230483,25.201054925126712
2019-03-06,1517.0892333984375,-0.014380236206234742,1551.7697056361608,1577.184969075521,0.009546276361969834,23.12721079828205
2019-03-07,1522.0872802734375,0.0032944976241140456,1543.5139857700892,1575.8521525065105,0.009563698652094362,26.892976291372648
2019-03-08,1518.69580078125,-0.0022281767518471662,1534.5059988839287,1573.9005249023437,0.009356447291392006,28.27949119997598
2019-03-11,1530.6109619140625,0.00784565357109912,1531.7583530970983,1572.5751546223958,0.009479700612657196,38.18364885067476
2019-03-12,1548.3272705078125,0.011574664649987465,1532.032505580357,1571.920654296875,0.009743666093315631,49.02936478165028
2019-03-13,1559.751220703125,0.007378252913911254,1533.683628627232,1572.0575032552083,0.009737290804182765,54.132450384219155
2019-03-14,1550.5587158203125,-0.005893571205970005,1535.3029261997767,1571.480362955729,0.009684610082168699,44.552421212738885
2019-03-15,1515.83984375,-0.02239120113032589,1535.1244419642858,1570.4405924479167,0.010231762866251697,31.014836514066957
2019-03-18,1515.0809326171875,-0.0005006539021530365,1534.12353515625,1568.4859903971353,0.0096595038403161,30.27175892545212
2019-03-19,1516.9554443359375,0.001237235370332268,1533.8749128069196,1565.521366373698,0.00876953473407151,30.27181075602593
2019-03-20,1506.156005859375,-0.007119153378489673,1530.38134765625,1562.0985961914062,0.008791804975860807,34.73655659009414
2019-03-22,1497.6771240234375,-0.005629484464392931,1523.1456124441963,1557.832393391927,0.008480898725229006,33.55428213610391
2019-03-25,1493.9285888671875,-0.002502899387405888,1513.7423793247767,1553.1883666992187,0.008366558396336385,31.926289794428158
2019-03-26,1502.80908203125,0.005944389330413857,1506.9210030691963,1548.5696248372396,0.008400030139445592,37.86436441567444
2019-03-27,1500.1314697265625,-0.0017817381706719537,1504.6769496372767,1544.508699544271,0.008230474543849769,43.506489864144754
2019-03-28,1502.898681640625,0.0018446462659482687,1502.9366280691963,1540.9118896484374,0.008226975295316137,42.52453649586786
2019-04-01,1508.3426513671875,0.0036223131958699195,1501.7062290736608,1537.8029825846354,0.008269013102154738,46.030123374963836
2019-04-02,1505.7989501953125,-0.0016864212979520454,1501.6552211216517,1534.8904174804688,0.008245527690200455,39.749212253741035
2019-04-03,1491.20654296875,-0.009690807145714797,1500.7308523995537,1531.8558837890625,0.008320693928948257,25.775978547282435
2019-04-04,1487.41357421875,-0.0025435569391003554,1499.8001360212054,1529.31669921875,0.008111901839101907,17.199767084527053
2019-04-05,1480.76416015625,-0.004470454067217022,1496.6508614676338,1526.9708902994792,0.008042670824413026,17.60579898674105
2019-04-08,1485.940673828125,0.0034958393856108216,1494.6236049107142,1524.9300170898437,0.008091387177938936,30.879110927917466
2019-04-09,1499.86376953125,0.009369886663951332,1494.1900460379463,1522.7225423177083,0.007941805144663687,41.67084263739612
2019-04-10,1512.0465087890625,0.008122563865663679,1494.7191685267858,1520.5091064453125,0.007951170173053041,47.585539414054715
2019-04-11,1526.5498046875,0.0095918318743069,1497.6835763113838,1518.7315226236979,0.008192555704102805,59.6780733991723
2019-04-12,1536.5906982421875,0.006577508001281984,1504.167027064732,1517.2261555989583,0.00830307478328378,68.19703349194896
2019-04-15,1536.94775390625,0.00023236875276611002,1511.2433384486608,1516.7962646484375,0.00746617785025621,70.77590791023535
2019-04-16,1551.6741943359375,0.009581614204034805,1521.3733433314733,1516.971797688802,0.007667115093907245,72.33786337120083
2019-04-18,1552.87890625,0.000776394889120402,1530.9359479631696,1517.1279825846354,0.007665704221339891,74.4417406807828
2019-04-22,1552.834228515625,-2.8770906858932577e-05,1538.5031563895088,1517.581669108073,0.007583929721236076,73.73771252828875
2019-04-23,1556.7166748046875,0.0025002322963822987,1544.8846086774554,1518.9025838216146,0.007063929672703096,73.34194883007522
2019-04-24,1564.2137451171875,0.004815950412711212,1550.265171595982,1520.3067993164063,0.00708725480663614,76.90097994684272
2019-04-25,1547.7913818359375,-0.01049879745176363,1551.865269252232,1521.2766520182292,0.007369763752470131,75.62633579050603
2019-04-26,1559.5281982421875,0.00758294466811682,1555.0910470145088,1522.2405598958333,0.007361081025651984,80.46731160192388
2019-04-30,1568.7657470703125,0.005923297083398005,1557.5326974051338,1522.9218424479166,0.007140894516354819,86.38363589565006
2019-05-02,1538.28662109375,-0.01942872990023059,1555.4480852399554,1522.2063557942708,0.007884142097056011,67.89748444052675
2019-05-03,1511.51123046875,-0.01740598290191342,1549.5447998046875,1520.9047729492188,0.008421054257059192,53.66063824073292
2019-05-06,1489.5107421875,-0.014555292635455408,1539.9439522879463,1520.0271362304688,0.007829502105665326,43.328994714883386
2019-05-07,1515.0362548828125,0.017136843644259825,1532.9185965401787,1520.0256469726562,0.008469682444616643,46.80055712687527
2019-05-08,1507.182373046875,-0.005183956364493092,1527.1173095703125,1519.6998779296875,0.008519212237795214,41.72731487045654
2019-05-09,1520.614501953125,0.008912079351814706,1521.5582101004463,1520.1818277994792,0.008571580236194814,45.7202149968078
2019-05-10,1506.066650390625,-0.009567087216263093,1512.6011962890625,1520.4614786783854,0.00869561464332687,38.03830768964791
2019-05-13,1519.0526123046875,0.008622435076624413,1509.853480747768,1521.298946126302,0.008811815600896392,41.64457992986519
2019-05-14,1515.928955078125,-0.0020563193145912706,1510.484584263393,1521.7362752278646,0.008765240985032341,41.02062540318797
2019-05-15,1491.4296875,-0.01616122411017762,1510.7587193080358,1521.4462158203125,0.009263531154599828,35.563454226547776
2019-05-16,1506.736083984375,0.010262901840201621,1509.5729806082588,1521.574129231771,0.009451698403825653,37.71458390408725
2019-05-17,1550.1121826171875,0.02878811962749972,1515.705810546875,1522.966446940104,0.010793946264608844,50.44480214118935
2019-05-20,1581.974609375,0.0205549166796537,1524.4715401785713,1525.505635579427,0.011354655094698188,53.99394178711632
2019-05-21,1593.3544921875,0.007193467420438582,1536.9412318638392,1528.9105672200521,0.011187359936473492,54.34202942037439
2019-05-22,1578.2261962890625,-0.009494620294864808,1545.3946010044642,1531.937654622396,0.0113611528721973,57.45705501197696
2019-05-23,1565.3294677734375,-0.008171660403273995,1552.4518171037946,1534.7564982096353,0.011454002358555792,60.59753829261175
2019-05-24,1561.5360107421875,-0.002423424019893927,1562.467006138393,1537.2763427734376,0.011476814965981982,65.27826472889755
2019-05-27,1581.48388671875,0.012774521906210312,1573.145263671875,1539.9970133463542,0.011571521820275942,64.43673196810832
2019-05-28,1585.9019775390625,0.00279363631676266,1578.258091517857,1542.4588623046875,0.011512385214816534,67.3622093671299
2019-05-29,1589.4271240234375,0.002222802250265943,1579.3227364676338,1544.5547729492187,0.011415404052071533,65.87071842554391
2019-05-30,1592.461669921875,0.0019092073191477876,1579.1951904296875,1546.417138671875,0.011374266567340828,71.04343627277247
2019-05-31,1596.2550048828125,0.002382057309501029,1581.7707345145088,1548.3940470377604,0.011374382501210326,69.6859300392821
2019-06-03,1641.9512939453125,0.0286271860841274,1592.7167096819196,1551.4032836914062,0.01234148835023823,76.40230475912813
2019-06-04,1620.44189453125,-0.013099901010083737,1601.1318359375,1553.6553833007813,0.012643714414493306,77.37160415043675
2019-06-06,1640.2109375,0.012199785154572762,1609.5214146205358,1556.567940266927,0.012789091844585604,77.79213583102458
2019-06-07,1633.9635009765625,-0.0038089226090394224,1616.3873465401787,1559.1428344726562,0.012830775589885891,70.65283537142693
2019-06-10,1653.3758544921875,0.011880530687510937,1625.5228794642858,1562.1149047851563,0.012954267214288,68.73538197605255
2019-06-11,1642.0408935546875,-0.006855646831120166,1632.6056256975446,1565.2565551757812,0.012850393355218028,62.778116315623215
2019-06-12,1648.5557861328125,0.003967558057595966,1640.0771658761162,1568.224141438802,0.012813633001970715,69.33262285312388
2019-06-13,1647.1280517578125,-0.0008660515992299223,1640.8167027064733,1570.8362182617188,0.01280064514320751,73.99847290845042
2019-06-14,1627.0018310546875,-0.012218977560151667,1641.7538364955358,1573.7933919270833,0.012453152576933257,67.52697533720806
2019-06-17,1622.6287841796875,-0.0026877946856183055,1639.2421003069196,1577.4973103841146,0.011944009987361417,62.01784605159852
2019-06-18,1615.087158203125,-0.004647782690712643,1636.5454799107142,1581.6831909179687,0.011589721554000884,58.37182185214105
2019-06-19,1616.961181640625,0.0011603234091619452,1631.3433837890625,1585.0806884765625,0.011269246301037796,57.97372575719976
2019-06-20,1622.6695556640625,0.003530309872773474,1628.5760498046875,1588.9302612304687,0.011183441259378025,58.61464199853373
2019-06-21,1588.1495361328125,-0.02127359782572802,1619.9465855189733,1591.1814290364584,0.011922395438315416,48.03318234650825
2019-06-24,1586.1717529296875,-0.0012453381486613457,1611.2385428292412,1593.8515991210938,0.011751173346954007,32.819822177305355
2019-06-25,1578.9801025390625,-0.0045339670041040225,1604.3782958984375,1595.8491821289062,0.011733083032176243,35.99445146807656
2019-06-26,1583.070068359375,0.0025902579859844455,1598.72705078125,1598.0872192382812,0.01171713278657835,28.41135288203445
2019-06-27,1595.1162109375,0.007609355276743335,1595.874058314732,1601.543436686198,0.011276253627999815,35.93903677252254
2019-06-28,1606.9827880859375,0.007439318255980432,1594.4485735212054,1604.8849934895834,0.011219171493239932,32.2375394693303
2019-07-01,1600.3306884765625,-0.00413949648913059,1591.2573067801338,1606.558943684896,0.010082408179124655,33.436520801662894
2019-07-02,1608.4210205078125,0.005055412665335712,1594.1532331194196,1607.4404907226562,0.009427614757782875,34.25909789900436
2019-07-03,1604.3756103515625,-0.002515143799210473,1596.7537841796875,1607.807861328125,0.009359710067556204,33.56980538672141
2019-07-04,1612.3765869140625,0.004986972197082107,1601.5247105189733,1608.9462076822917,0.00921089048880567,43.801708474912985
2019-07-05,1610.39892578125,-0.0012265503908100994,1605.4288330078125,1610.4485229492188,0.009064922890868828,44.709474437953936
2019-07-08,1576.373046875,-0.021128850970726476,1602.7512381417412,1610.9430908203126,0.009911330376750991,36.37468938282128
2019-07-09,1564.4173583984375,-0.007584301507985947,1596.6704624720983,1610.3742065429688,0.009727467984207986,32.73272405911099
2019-07-10,1544.954345703125,-0.01244106158169811,1588.759556361607,1609.0092854817708,0.00995454936990176,26.578145935593156
