Price,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,BHARTIARTL.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,TMPV.NS,BHARTIARTL.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,TMPV.NS,BHARTIARTL.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,TMPV.NS,BHARTIARTL.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,TMPV.NS,BHARTIARTL.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,TMPV.NS
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-07,341.357421875,574.7294311523438,1633.9635009765625,401.9483337402344,605.353759765625,582.0237426757812,1808.1943359375,166.50210571289062,345.9936126435557,576.2791913398175,1646.4586472355668,404.21569097438856,609.3261423939055,587.4903046969813,1814.8660685810366,168.66319199279775,336.29106478689715,565.654098782773,1619.9064614351828,393.5542978331226,602.6918739799049,577.9072153490195,1775.3332249768291,164.29190076979916,338.20288867827674,569.5636402958801,1635.971649482474,398.9573537363045,602.6918739799049,586.9148926672266,1801.771278252836,166.89502504054227,5879853,7970932,698970,14107696,3218358,14722419,2659446,14465703
2019-06-10,347.427490234375,572.9801635742188,1653.3758544921875,401.46588134765625,617.14794921875,583.9049072265625,1849.426025390625,163.260498046875,348.5745905451244,579.9657222199957,1664.487567667456,407.8819967560864,617.6393542651238,587.3795991628351,1853.0313060621284,169.0070379239765,338.05952912986663,571.0782475488204,1637.7569192945555,398.4749016209667,606.1727699398915,579.8990657422914,1811.302074161421,160.6573733097792,339.1588100660534,579.9657222199957,1642.0410136712385,404.16739432669533,606.1727699398915,584.6795298650989,1820.5843870363346,167.87736842400125,5992522,7077140,814577,13074522,4435148,11768468,2080593,20209862
2019-06-11,347.2362976074219,574.9055786132812,1642.0408935546875,406.53125,618.2946166992188,588.331298828125,1867.0791015625,167.73001098632812,350.77317780524476,577.6058785715209,1657.2135723510655,408.7986070782746,621.6526677674393,590.6994293154609,1876.3199348363219,168.8596653868642,342.45673780494076,573.0154145035862,1635.168497201023,398.52314089846476,614.6908131218224,583.3959454068723,1849.0116234473396,162.72020671240125,346.9973196172978,575.6335084890823,1655.696239102005,403.7332480380859,618.3765008753843,585.1000798331271,1853.9843127080676,163.89899476902835,5668149,7103292,591026,10939138,5733127,11492074,3048937,20363493
2019-06-12,344.0339660644531,569.8923950195312,1648.5557861328125,403.299072265625,617.3936767578125,589.6591796875,1873.7921142578125,166.06008911132812,346.4237756255874,574.9055257372972,1654.0447463767996,407.15839353132475,619.9736783316638,592.4256721094841,1878.7648035280858,169.15437043464865,341.35741858629484,569.0940111442859,1626.1984680424937,400.21160347535135,610.186119173695,586.4943251213583,1839.0662484561012,165.1268943462722,346.4237756255874,574.1071991883874,1640.4339640310577,407.15839353132475,619.9736783316638,590.7879019769839,1860.6145686272857,167.8773599719289,2868026,7308620,709916,11136959,8738342,10297599,2404448,12819208
2019-06-13,347.7142333984375,574.03662109375,1647.1280517578125,404.84283447265625,616.8538208007812,587.4903564453125,1868.156982421875,164.4392547607422,348.86133362841605,575.7507354827602,1649.9840416464338,407.44785883939284,620.6330940283074,590.787998934032,1893.7662569965278,165.91272483920372,341.3096176909953,567.2858732776288,1627.0912355368487,400.6940461604448,614.6526794403948,579.2573010665908,1858.998903818432,161.5905519379483,341.3096176909953,571.9820456714523,1648.5114865486003,402.0448322516637,614.6526794403948,588.7076038554885,1876.3618406302578,163.94809806792168,3839377,11107948,697830,12164077,4808577,15686169,3320916,15144315
2019-06-14,337.7249755859375,571.7825927734375,1627.0018310546875,403.0578918457031,615.0265502929688,583.19677734375,1868.4881591796875,161.2958526611328,346.9495686409859,577.3827449370204,1654.044940435016,407.15842096681445,619.2211299676636,586.4944198237544,1875.615762035528,164.53748978604335,336.14770878731235,569.4110023691194,1621.1112840562175,401.4659276051878,613.19919409608,579.5892975904819,1851.4981359979695,160.60823629861545,346.56719192618664,573.6258063646881,1644.89670860474,405.5181975406553,617.8506001458661,585.1222242324548,1870.7673086308937,164.53748978604335,5170880,11956920,632971,8601256,5556353,14942768,2131408,10920508
2019-06-17,328.8349304199219,568.7066040039062,1622.6287841796875,399.6327209472656,615.1094970703125,567.59375,1864.0955810546875,155.9422607421875,339.9235566289979,572.9096563052752,1634.9900330135213,404.939287582786,618.3904234927539,584.281171161653,1874.704026268889,161.2467473954901,327.0186858208582,567.6030147099586,1610.6244523923608,398.61963146845954,612.8253148478746,565.911717325974,1857.6725234934213,155.20552565206694,339.9235566289979,571.7591167421601,1634.9900330135213,404.21566485976047,617.1445059168786,584.281171161653,1869.731336544038,160.85382800965797,7087101,12810020,669276,9539802,3085588,14908257,1489497,14381813
2019-06-18,329.9342346191406,567.5912475585938,1615.087158203125,407.3031311035156,623.0834350585938,567.0183715820312,1865.4627685546875,155.50021362304688,332.0372468191626,571.0546753800807,1622.718167404395,411.0659636234474,624.9938319765372,570.0947015577816,1873.0460377274992,158.15245679512034,326.15834681370274,564.4800327359021,1600.2715040491444,400.501088834573,614.8188378672859,561.7509609348842,1849.1770920001195,153.97762486108766,330.173212602781,567.7673540579914,1615.8904395320558,400.83878534986,614.8188378672859,566.0888007170457,1859.7855348055346,156.18783000263437,4977568,12419652,995083,17761348,6202838,16797371,1877447,14003043
2019-06-19,326.062744140625,570.1976928710938,1616.961181640625,405.0357360839844,624.5369262695312,565.4027709960938,1872.963134765625,151.91476440429688,332.65854790437817,574.0837307448697,1628.7869454172812,411.01769554331395,627.4440670741172,576.3137950100071,1886.306597166331,160.85382252167756,319.5625196755049,567.4621372963798,1608.3038736252518,402.6719195860446,621.795867239426,558.8739088523005,1859.081045353263,149.8027965469058,331.2246801052954,569.8806782159634,1621.5130722157714,408.84682743305,625.0352729859982,569.6299846715991,1868.9021865597874,157.17014719675365,4008250,10744276,600455,17010384,4596253,14492763,1652817,25257018
2019-06-20,333.1843566894531,573.26904296875,1622.6695556640625,418.1574401855469,627.0289306640625,573.9898681640625,1887.92333984375,156.4334259033203,334.57043497851095,575.7852747896277,1626.6248961742788,419.36347804339874,628.6901544298207,575.428486953255,1892.9375098802495,157.17016103316328,324.24653229175584,570.4928932031455,1610.4885905293647,404.26388995195,611.247304889359,565.6904489489388,1833.26522410469,149.45899401190786,324.2943219458749,573.7415790990657,1617.2307978578438,404.9875126666611,612.8254370489138,566.575698269597,1848.18329554858,150.73600456808524,3563847,11171492,603514,24315929,7148684,10748848,2199377,19247947
2019-06-21,328.64373779296875,570.3984985351562,1588.1495361328125,415.6488952636719,623.1249389648438,566.3544311523438,1864.6339111328125,156.08958435058594,334.4748184633234,574.0606544899699,1628.9173971664818,419.8941722800611,627.111865186994,573.6579750124874,1899.9813568579766,157.9068700323709,327.5922168262162,568.3783945203262,1582.441155501733,413.7674937827714,620.5915832911402,564.6060340567591,1858.127896216176,151.76741163297856,332.180617917621,573.1864739598666,1627.119475094554,418.92934194802444,627.111865186994,573.6358142299943,1893.76549636662,152.25856830492995,9764198,13250260,2512357,13909654,13200318,23236832,3871804,23304207
2019-06-24,329.88641357421875,571.284423828125,1586.1717529296875,414.3464050292969,619.2210693359375,558.7853393554688,1885.8927001953125,156.4825439453125,333.18434539565817,574.2732498136112,1597.9931124769325,418.5433934907374,624.5370048979119,565.0043637095691,1889.6222177303066,157.36662010199262,328.3569663746467,569.4061040256472,1579.2048049145055,413.14036709341497,616.8538460899207,556.4393695082755,1865.4218333044228,153.4373660920107,329.93423294665104,569.8668152703848,1590.262069529957,416.2760657267079,624.5370048979119,563.1010185325224,1868.1981305102415,155.8931498482494,3310679,6915000,762144,8545999,4758178,11267228,1382424,13185118
2019-06-25,333.23211669921875,573.8243408203125,1578.9801025390625,418.39862060546875,621.380615234375,573.591552734375,1879.5113525390625,157.6121826171875,336.48222896926313,576.8485841311103,1590.8913365282144,419.5081694738324,623.7063686367112,574.5432253793795,1885.0226704150864,158.1524579869753,329.3606498210998,567.7522619975663,1568.6870423449066,409.6669188589715,612.4100186853476,555.1778335046871,1865.1733873429052,154.0758633574104,330.22098239844433,571.7334026797203,1590.8913365282144,412.8508468193685,617.9751274183376,557.2361269861518,1881.334631978847,155.20551777603788,2848907,8899800,941132,12964387,3677911,14966899,1386077,13368928
2019-06-26,330.31658935546875,583.0859375,1583.070068359375,423.2227783203125,613.9884033203125,572.8390502929688,1868.2401123046875,158.2506866455078,336.4822571428013,583.5821235120717,1586.6659117855177,424.52530503142447,624.1634003663992,577.4646257823792,1878.6828451457227,159.33122233692112,327.4488534841144,572.2412563345092,1569.9452618012401,417.2890782411161,612.9916587764911,569.3864597139271,1864.759268804119,155.9422442779543,334.5704332285651,572.8791685767204,1575.8783815070892,417.2890782411161,617.1447187953021,571.4447530500222,1877.1909972628132,157.2683732957254,4732848,10533636,1075017,12261068,5447130,11593027,1762224,18481332
2019-06-27,333.2799072265625,581.762939453125,1595.1162109375,425.44195556640625,606.8034057617188,563.9862670898438,1866.8721923828125,162.91668701171875,335.38291930566163,589.3707605441867,1606.9375684828603,428.2881874387319,618.5565823403731,574.0562431959233,1876.3617020423358,165.02865487316114,325.87156043975637,580.30985606529,1582.3958925101567,422.2097679977847,604.8099679732611,562.591910883796,1857.5483985895366,158.25069825786449,331.9416187071545,583.2868571230551,1589.362839345523,422.595694249795,616.313920468905,572.3963713113941,1868.9026670077153,158.98743332426253,13137225,19879236,1235049,18787957,11122346,24905533,2813464,26612983
2019-06-28,331.36810302734375,577.380126953125,1606.9827880859375,421.72735595703125,608.0078125,554.6688232421875,1845.8619384765625,159.675048828125,334.5704258449782,584.7635045356458,1609.7246632462413,425.00777328993524,614.2374007428278,567.8372915725133,1874.6620928265615,163.8007621790808,327.4010566048782,575.79714233596,1584.6436274256405,418.35044969933597,605.1006713200137,552.699054776036,1841.9667062697292,158.49627572626807,333.04094891538267,582.1645556265985,1597.6785629511953,424.0429429305937,610.9149536799863,565.2921110232309,1873.046009525124,162.27817338593042,8737050,12756844,1008229,13459208,5919494,18942165,2372928,15092229
2019-07-01,333.13653564453125,587.256103515625,1600.3306884765625,423.56048583984375,607.4264526367188,561.6403198242188,1856.0975341796875,165.0286407470703,334.4270346188784,588.0712168075379,1617.1413288018427,426.45497663146,612.5762563890572,563.3222934590809,1868.9021670961606,166.40387342439777,329.93424247547114,578.8685871650154,1593.5435972409268,422.30621827452325,606.2220552814623,551.725232394284,1828.7892259088094,160.31353372794305,331.702667708546,580.2743706224641,1617.1413288018427,424.04290097177983,610.4997267063825,556.8597964178464,1852.326538119698,160.80469039683314,3469130,8524160,553283,6871979,3224968,13478857,2769940,23990900
2019-07-02,338.0116882324219,589.4888916015625,1608.4210205078125,421.3896484375,614.6527099609375,565.9117431640625,1866.4993896484375,160.85382080078125,338.87202084068593,590.0795618336282,1616.3319214148805,424.5253470234688,616.023239660404,567.0183638748772,1870.5603391344146,164.39015507044002,332.03723878595645,582.9206270844641,1591.1610127387867,418.35043877380264,606.4296331571768,559.1836712561826,1836.9531999727599,158.4962746136175,333.61447560786377,587.8350149517786,1603.7464670768336,423.5605166893245,609.6690393396326,563.8977714763255,1860.531999402277,163.84987969744867,3816212,7246828,763979,7787303,4837606,10146746,1771746,16903683
2019-07-03,337.62933349609375,588.224853515625,1604.3756103515625,420.6177978515625,607.4264526367188,567.7044067382812,1854.5230712890625,159.42947387695312,340.7838367869301,591.4499476980156,1615.2980081598319,424.5253489448178,617.3107542048608,569.4528627467002,1872.0519235797328,162.0817171599699,334.3314018139517,586.6536937198789,1597.363780578975,418.9293447591684,606.3466673410329,564.3846627720479,1849.8405361721793,158.84007981898782,337.3425361533462,590.4339833290284,1611.8370303487038,422.49919934508773,615.4833979448019,567.859354913293,1866.5818840693269,160.85382536330349,8473243,7463256,815571,10415896,5958379,8806492,1656881,13606179
2019-07-04,346.7583312988281,586.8427124023438,1612.3765869140625,420.8589782714844,609.5030517578125,568.3463134765625,1858.66748046875,162.27818298339844,348.9091331458821,590.1740579691856,1616.961266519621,425.87607804133717,611.6626732917472,571.4448046030109,1866.4166714747635,164.78308534106026,337.4381602416611,584.0547373139126,1600.6452105471744,418.8328288025339,605.1838593864743,566.5757555607951,1848.2664304276745,159.13478286290172,337.77271752989617,589.4416614761516,1600.6452105471744,422.5956609909943,605.5161244521662,567.1954892433374,1851.4985986121765,159.6259396001329,8565250,7993964,646633,11810688,3274064,9351405,984140,19512938
2019-07-05,348.7179260253906,584.149169921875,1610.39892578125,421.00372314453125,596.3793334960938,559.205810546875,1792.7374267578125,157.36660766601562,354.78801401855924,589.4770265894634,1632.5133467469393,424.42885906077305,611.662612460398,571.2234546184956,1864.7584615134572,163.99722328387227,344.6075108831572,581.2194688430377,1605.54451392623,417.96451347396265,592.6415800131795,557.7229883348122,1773.5924922839106,156.67899126639094,346.7583126143187,587.1498206429052,1618.129969242561,421.10021206702083,610.4997355426586,568.8331631776572,1862.272116898106,162.22905612132783,6878479,7583060,1098940,12154330,4926289,10926753,4088470,14374084
2019-07-08,340.6882629394531,569.3115844726562,1576.373046875,410.9212341308594,596.0469970703125,554.2039794921875,1802.9315185546875,151.81654357910156,348.3355878965195,584.6690095602119,1604.4205851383235,420.03889258193885,602.1520241124088,561.3083116822136,1814.037314056425,156.67899205901236,338.82422878141523,566.3464085538394,1572.0129983978359,407.1584017100736,591.6447647459191,552.4998451082868,1767.0454350193118,150.78511147998995,346.04138743740634,584.6571846197711,1604.4205851383235,418.7363657397439,595.0918239347808,556.8376847003334,1781.051763953691,156.5316510401022,3543845,14607140,776755,12184946,7177092,14009219,2788062,15149035
2019-07-09,346.3281555175781,562.1172485351562,1564.4173583984375,413.42974853515625,594.3027954101562,566.6199951171875,1768.08154296875,153.04443359375,347.2362777721615,569.5951687956683,1578.5759984758834,414.68401604121425,597.9159367807902,568.1249781490415,1802.1028703121515,154.37054771532218,338.48964222534937,560.6642227376548,1549.8991118637914,409.7151463059024,588.9453386874891,551.3047672725918,1744.212589239332,150.04837466966632,340.3058867345161,567.9531169744108,1574.9801533768496,411.01767298944355,596.3793250936299,552.8318519910956,1801.771438563677,151.2762664427405,3931858,16482688,1462668,11679067,5022638,17535754,3977224,16112345
2019-07-10,342.7434997558594,564.3854370117188,1544.954345703125,415.7453308105469,595.7562866210938,566.0667114257812,1747.2371826171875,148.96783447265625,348.8135584361424,566.5709169875882,1577.5866737509168,417.4820428518172,600.2831308657792,570.7143885662242,1763.522861099577,153.48648251341697,338.0595193392589,559.069404637982,1531.020450265803,412.1754767068956,586.8272101746988,561.5739233692843,1716.655225068946,146.46294706916873,346.9017345469068,562.0227559567246,1563.2931719679225,414.8769895120523,588.9037395808372,566.5978610200226,1723.8655839184491,153.48648251341697,5299464,11569148,648476,16494282,7573816,12018196,6343581,31737846
2019-07-11,344.8465270996094,568.7327270507812,1556.011474609375,411.5483703613281,599.286376953125,567.2617797851562,1742.554931640625,154.0267333984375,346.4237937653657,570.351186589512,1566.5742653938105,417.67504891829657,600.9476004512626,570.913580866762,1764.476166229972,154.9108094013459,340.59268309560787,566.0156439332255,1535.4252476439106,409.85991726381707,589.4020768605993,566.265844780248,1728.8800341569263,147.69081540716232,342.45674713327253,567.7522375205458,1535.4252476439106,417.43384133293785,597.5836330068375,569.6741727579423,1763.6473845642934,150.29393974043515,3513505,9097596,813618,16535185,6252688,8608376,2400346,24099895
2019-07-12,340.4014892578125,565.6021118164062,1540.0999755859375,412.03076171875,603.6470947265625,566.7970581054688,1746.7403564453125,156.4825439453125,344.8942810737083,571.296195397767,1562.61899303176,417.7715136962151,606.8449297141365,575.4284751870541,1756.8099729604655,159.96975987695436,338.5374551329275,563.5111739986626,1535.6501624314708,409.08804112516214,597.7082003821898,565.7125390667155,1734.7230220389313,151.27627938430356,344.8942810737083,571.296195397767,1552.3259332472308,412.2719692901681,600.1169947574014,567.9036197336648,1742.1820571877197,153.14266904347915,4750306,8976272,1107445,8824728,7874441,15692436,1560725,27307153
2019-07-15,335.14398193359375,565.8030395507812,1543.470947265625,407.4478454589844,647.3372192382812,564.8495483398438,1778.3167724609375,158.1033477783203,343.55603126898785,567.7522514001575,1550.4378945742196,413.3333164890773,649.2476667383165,570.7808378847185,1784.8642689971562,159.72417397440591,333.7579035962889,561.6919976324263,1530.0315250616875,406.77248187984014,626.4473650422821,562.304367511211,1738.7839276341547,155.05818505743488,341.83539562127004,566.0983746794747,1541.7180173212655,413.3333164890773,633.7567379885612,568.7889675136885,1761.1610325179117,156.18783953650444,3524295,8233184,725180,7825336,31064152,10659498,2900415,19924720
2019-07-16,335.287353515625,564.96435546875,1565.3607177734375,409.6669616699219,651.9056396484375,572.3298950195312,1749.4908447265625,166.99327087402344,339.3021895156899,571.296353052345,1573.7209886151268,415.4076844341031,654.3559545552573,573.1709408209739,1771.5048558306717,167.92646556641932,334.23583257374,562.7907001533026,1539.6953392212822,406.7242115136377,644.5547456244981,565.2698261007184,1744.5065403256322,156.23694260080262,335.52633149515344,571.296353052345,1549.3591692587243,406.7242115136377,645.3853574100967,566.5534964842863,1766.1051927296637,156.97367761936448,3651688,12770568,1259786,12149205,9924322,10070773,2735399,39025331
2019-07-17,330.9857177734375,566.4408569335938,1582.8006591796875,409.763427734375,659.63037109375,567.39453125,1758.836181640625,164.93040466308594,337.82052954648924,569.7840846395266,1587.1607080127037,412.0307553150402,660.3363708342729,574.1005010711244,1765.2742406358855,169.30171104034426,329.59963955819757,564.9878314170656,1551.471888884042,407.64078936117164,645.1777057176371,566.5756461560046,1737.9437229291286,163.3587123041173,335.09616276758334,565.3776506485343,1564.1922095469013,409.66693881845066,651.1166002748175,572.90535550275,1751.1520467107982,166.99326868356542,4765414,7759736,1278232,10961022,6754348,9482233,1802969,25236730
2019-07-18,327.40106201171875,569.8549194335938,1563.4278564453125,403.9261779785156,658.426025390625,558.5419921875,1716.2208251953125,157.90689086914062,335.71750193644,573.8951263935674,1587.5649344355072,410.5352710750432,663.2435639941708,569.4087553147874,1757.9643807045572,164.291928447053,323.67299351169186,567.4922387979677,1536.324163618506,402.81662908068284,653.0270483512235,556.837857275454,1711.278096498388,157.1701557639969,332.65857774666586,567.7521567409397,1587.5649344355072,410.05285595039567,655.3942718514284,567.4611472315506,1757.9643807045572,164.291928447053,3711155,10802584,1006299,10651654,6534471,11942908,3072096,19055022
2019-07-19,324.9634094238281,561.2902221679688,1546.57275390625,395.8698425292969,652.362548828125,552.85400390625,1725.358642578125,152.11123657226562,330.74669955903073,571.9341103479861,1583.9245231102284,405.5664042752851,659.9210961708561,563.4551309237335,1742.014568740525,159.52769077974088,321.28313118143296,559.2465264182437,1536.4594411682017,394.1331598450245,648.9154894694542,550.065350230861,1713.354815463678,151.1289231684768,328.35692007173344,570.587393874127,1571.384059209635,405.1322188820757,655.1035577163394,561.3526341456075,1725.4002190148167,158.5944960439241,2517348,8939228,983217,12260757,6812754,16336536,1953177,18954216
2019-07-22,327.4488525390625,542.7669067382812,1510.8837890625,397.9977111816406,651.5319213867188,566.7970581054688,1752.7305908203125,153.9776153564453,328.35697483969057,555.1946321921998,1550.4380751635958,399.40014505669257,657.8445508383775,568.5675567105824,1759.0025478589102,156.48251736002635,320.8052287923451,538.9866170406809,1491.4213701678302,390.9856008388292,649.5799532232627,543.2487175124882,1718.5882267891807,152.50414535303435,324.05534132514003,554.0487088045575,1548.2806564381553,396.305132823031,652.8193595476663,553.7392172248569,1725.4000690221762,152.70060502237342,3120156,22171296,1729722,17937246,7107151,29092589,1920167,15995349
2019-07-23,328.45257568359375,534.7929077148438,1522.2557373046875,398.43292236328125,656.224853515625,563.7207641601562,1754.8487548828125,153.43736267089844,333.13655645505344,542.1172196826635,1529.6272840724603,402.3500201277479,667.8118984603041,572.7283832232471,1769.4278843514576,156.18784341434264,322.525915233972,529.7249679058981,1498.837866790516,396.30509795034783,652.4871003526009,557.9000427899266,1746.5000052886446,152.06212979363343,327.8312209845448,542.1172196826635,1512.9515119857572,399.2550081664304,653.6914976222131,568.7889053842914,1767.6832968618662,154.6161358498276,3682410,27802864,1556691,14207080,10782564,20316348,3538588,12942555
2019-07-24,323.959716796875,538.9038696289062,1553.9886474609375,395.0961608886719,653.110107421875,557.3246459960938,1741.8482666015625,148.5749053955078,329.5518187812481,541.762736623964,1557.0001442684434,398.3362454675033,659.2981760322863,566.044588804399,1761.78548399232,154.76348296513643,320.9485826729872,531.8394767294125,1508.9956144089551,388.5192965775537,650.8674452192159,554.8679903139908,1724.984662996174,147.8381703274309,328.8348849155538,533.1980182625952,1514.7489856191266,398.3362454675033,654.5221577492177,563.6986188429327,1752.8136956041064,153.58470985399606,4840787,17363740,2621818,16505930,5745146,15189179,2413196,16292964
2019-07-25,324.0553283691406,540.1207885742188,1561.1805419921875,395.5797119140625,659.921142578125,545.1077880859375,1767.683349609375,141.74783325195312,328.30917205988777,547.0670487604519,1573.0917744746077,400.2705774818135,664.6556404615401,561.7288456848177,1773.5815238579523,149.80280051116415,319.8015143983262,538.7504218368755,1553.4045078959982,392.001106136713,654.2314714449542,543.1159181038291,1738.3176132785097,141.20755785888423,320.23168070457626,539.8726954927138,1555.2024297801372,395.7731612324897,654.7298182973027,559.4935026021844,1751.8997201230513,148.62402737377707,7600173,19462008,1297267,16852479,9773568,21805071,2544464,34364032
2019-07-26,320.1360778808594,538.0532836914062,1555.7867431640625,402.10821533203125,653.6915893554688,537.2731323242188,1752.0245361328125,144.54742431640625,323.959755339407,541.9162320000765,1565.9899276916885,405.6384439109564,660.336484799997,549.9768149769168,1769.2619218197742,147.49436479167582,313.7314619746937,537.0019023235773,1545.5835586364362,395.14445331414026,649.7046622280576,535.5910994760233,1740.3529163462565,135.65749920714123,323.0994227102455,538.2659018799078,1556.191231684791,396.7886839205432,658.093822448163,545.1078253964605,1769.2619218197742,135.65749920714123,5089100,12829828,771408,17493739,4941763,20387504,1720592,83905651
2019-07-29,319.801513671875,530.256591796875,1540.1898193359375,415.261962890625,657.3877563476562,536.0116577148438,1769.427978515625,135.11721801757812,321.61775819639047,537.1674348092241,1564.012284198598,421.0650879446003,661.9561215054628,540.9028083982834,1779.3965868452906,144.30183977984666,313.6358461628514,525.2358938819206,1528.2335949631197,411.3448357694595,653.0270441515682,533.422214571478,1747.2478655444904,134.42960160050185,319.9449123469435,537.1674348092241,1554.303462171314,418.7921913952159,655.7680531069474,538.645363328299,1753.4782457505314,144.30183977984666,5072884,9976492,688427,46754670,6244316,17626045,1647090,38844222
2019-07-30,330.5078125,532.134765625,1546.123046875,411.39324951171875,658.426025390625,522.7103881835938,1810.2578125,131.08970642089844,332.94541202332664,536.6120340567686,1559.1129894390542,424.30520981057435,662.662125558315,540.0175454119949,1815.1175906064645,137.22916452405883,320.37509713547496,529.2168318602072,1532.7285060188065,408.8785558610143,654.9789659253205,520.5193664215706,1761.4947397586677,130.25474911221545,322.1435522743577,532.7845028235653,1541.718116024782,418.7922287115771,657.7615460481574,537.3395773958161,1769.4281318040134,135.55923491778148,12960949,10394136,747251,23617273,8673253,20853117,2851672,35725524
2019-07-31,322.7170104980469,531.9931030273438,1552.191162109375,410.6678466796875,659.215087890625,516.2257080078125,1832.3133544921875,133.20169067382812,338.15505786989377,535.6198418358152,1575.9237564368707,416.0841029558666,664.3233201399,524.5251264768442,1837.297658962572,133.98752932976828,318.0330306462561,527.8820607065153,1529.177780536469,407.37941485650725,649.2061749529819,514.5215145756243,1783.6748094729771,130.15651342086957,328.0701642942992,529.2406024315069,1545.314087938274,409.9908035765818,656.8893342491592,520.4307600937482,1804.1105389263014,131.13882672970632,11065547,13891840,1371879,22329888,7350584,21229950,3000677,27024859
2019-08-01,309.6210021972656,526.1087036132812,1556.3712158203125,403.36553955078125,638.615966796875,522.4227294921875,1811.0054931640625,127.25870513916016,323.8163413056106,530.4183410722914,1568.417205374077,412.3604011104658,654.8544707049806,525.9416845388708,1842.115818969403,133.88932065019296,306.992244501626,520.2362032749215,1537.2233027164575,397.1755453852409,634.9197842384244,509.1878371492463,1799.54155257834,125.29407832107637,320.23167172064746,527.8373106620138,1547.1118736696042,409.36211392390425,653.2347672902671,514.9642372860822,1827.578264591967,133.10346692517683,9957404,18241676,1072498,18269866,10066407,22628222,2375236,38991424
2019-08-02,328.40478515625,524.3446655273438,1561.8997802734375,397.127197265625,644.2225952148438,527.3842163085938,1831.98095703125,128.38836669921875,339.30222372950635,526.6297038427216,1565.9900968089376,404.1393067088234,647.7942670854011,533.5738082205122,1835.885287895627,130.84415035830446,312.77557616721134,516.6843587161953,1533.6275000895794,392.19453506440686,633.1339461834533,517.4764342690546,1798.9183669402626,124.75380988155467,317.36394789284367,523.5513827321302,1548.1906247187096,400.3189042401789,635.4596494574812,523.532441715617,1805.14874687656,126.2272800770061,28586783,27825536,1051529,30939803,10838336,23766807,2500816,44016138
2019-08-05,341.9309387207031,516.0331420898438,1565.2708740234375,389.43804931640625,645.1361694335938,509.127197265625,1867.951416015625,121.56128692626953,345.70679664660537,520.9466158530028,1576.2831464473381,393.30679939930354,652.7778078277031,519.6583734800695,1870.9834537080687,125.93257869068402,324.1031105668584,512.066843991872,1535.1556800478727,382.76446132665257,638.4497548499427,502.29191737731014,1823.9233893549401,120.13693545097674,325.10684183166774,520.24808536213,1553.3147583765024,390.4052368371306,641.730630771693,519.6583734800695,1827.495312287336,125.73611900252526,15513355,19822440,1539739,25033370,9976238,30399133,3039682,35452262
2019-08-06,352.2070617675781,518.3656005859375,1567.8779296875,396.7887268066406,643.2672729492188,502.425537109375,1839.955810546875,120.33338928222656,358.85065557862526,523.3737689389926,1582.1714321869345,397.99771134901306,650.9504315533787,511.91033206904274,1870.7339294813776,124.3117614766868,338.4896483961382,513.1324317569491,1553.0001903005698,387.74551652644976,639.404908075007,499.6202036889791,1837.0898762001004,119.59665424580477,338.4896483961382,513.1324317569491,1556.5510425179982,387.8422411930844,646.8804137439195,505.2976924922301,1854.8257730669484,120.87366464005174,17339262,24890940,1409075,30665326,9331718,29067994,2885467,34790369
2019-08-07,349.9606628417969,517.1578369140625,1597.6783447265625,394.9993896484375,644.6378173828125,494.00946044921875,1838.751708984375,115.32359313964844,356.508677571629,521.4201267787388,1606.3533398214734,401.3828333838099,650.7428447171175,506.9898045620142,1859.5612240440992,121.65951148839811,346.51936196861925,512.6587531680152,1564.1920494157935,392.96828988951603,641.5230230377148,491.20409739999894,1833.6013007689692,114.43950959240382,351.77690744596845,518.5786002022879,1567.8777673550592,395.86985254048335,646.9635710510368,501.6240130506623,1852.5001249132638,120.43161975457403,12759435,18750136,2507314,20977349,5130457,25349369,2165362,37287779
2019-08-08,355.74395751953125,528.7962036132812,1620.9166259765625,400.802490234375,655.1449584960938,513.1348876953125,1875.8428955078125,121.8559799194336,362.0529943236788,531.1286463393062,1624.4225959727155,402.930314520358,658.4674051952816,515.6507583695545,1894.8662413567997,122.78917464898329,349.29152203258764,516.9210142481969,1600.6001284612173,390.88881845490926,648.9153709351167,487.7308302056483,1843.2786137225214,114.83243763062046,349.86505732390367,520.4729222709742,1600.6001284612173,397.5140586693084,650.1197680028749,493.54190350121627,1851.5857870734937,115.91298086864022,16351434,19711600,1761732,19046657,8009009,31198568,2073298,35876237
