,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2019-02-12,640.2263146517188,645.4149552308163,788.2597089809163,640.2263146517188,640.2263146517188,74.33974306446959,74.33974306446959,74.33974306446959,74.33974306446959,74.33974306446959,74.33974306446959,0.0,0.0,0.0,714.5660577161884
1,2019-02-14,641.0107201238213,628.0847536575382,783.0171861647335,641.0107201238213,641.0107201238213,67.45167188069998,67.45167188069998,67.45167188069998,67.45167188069998,67.45167188069998,67.45167188069998,0.0,0.0,0.0,708.4623920045213
2,2019-02-15,641.4029228598725,627.1899034175204,781.6075361517069,641.4029228598725,641.4029228598725,63.930629761748826,63.930629761748826,63.930629761748826,63.930629761748826,63.930629761748826,63.930629761748826,0.0,0.0,0.0,705.3335526216214
3,2019-02-18,642.5795310680264,622.3071057695374,768.7034899229683,642.5795310680264,642.5795310680264,53.118590140344075,53.118590140344075,53.118590140344075,53.118590140344075,53.118590140344075,53.118590140344075,0.0,0.0,0.0,695.6981212083705
4,2019-02-19,642.9717338040778,616.7327786154905,759.047050998645,642.9717338040778,642.9717338040778,49.447946635374024,49.447946635374024,49.447946635374024,49.447946635374024,49.447946635374024,49.447946635374024,0.0,0.0,0.0,692.4196804394518
5,2019-02-20,643.363936540129,616.2348807696357,762.1763045059307,643.363936540129,643.363936540129,45.752948152827265,45.752948152827265,45.752948152827265,45.752948152827265,45.752948152827265,45.752948152827265,0.0,0.0,0.0,689.1168846929562
6,2019-02-21,643.7561392761802,614.587888213532,759.238838756463,643.7561392761802,643.7561392761802,42.03988255147421,42.03988255147421,42.03988255147421,42.03988255147421,42.03988255147421,42.03988255147421,0.0,0.0,0.0,685.7960218276544
7,2019-02-22,644.1483420122315,611.7499646441729,754.8783864277475,644.1483420122315,644.1483420122315,38.31591403933102,38.31591403933102,38.31591403933102,38.31591403933102,38.31591403933102,38.31591403933102,0.0,0.0,0.0,682.4642560515625
8,2019-02-25,645.3249502203854,601.0277885630205,747.1926396080381,645.3249502203854,645.3249502203854,27.16642760080515,27.16642760080515,27.16642760080515,27.16642760080515,27.16642760080515,27.16642760080515,0.0,0.0,0.0,672.4913778211906
9,2019-02-26,645.7171529564365,593.2260551403383,746.323140375244,645.7171529564365,645.7171529564365,23.49270816662108,23.49270816662108,23.49270816662108,23.49270816662108,23.49270816662108,23.49270816662108,0.0,0.0,0.0,669.2098611230576
10,2019-02-27,646.1093556924878,587.080796147024,737.1050748965175,646.1093556924878,646.1093556924878,19.861115356262463,19.861115356262463,19.861115356262463,19.861115356262463,19.861115356262463,19.861115356262463,0.0,0.0,0.0,665.9704710487503
11,2019-02-28,646.5015584285392,587.160809931725,734.4748208469058,646.5015584285392,646.5015584285392,16.285828153586536,16.285828153586536,16.285828153586536,16.285828153586536,16.285828153586536,16.285828153586536,0.0,0.0,0.0,662.7873865821257
12,2019-03-01,646.8937611645904,583.3545802575843,732.0589313039751,646.8937611645904,646.8937611645904,12.781990605182559,12.781990605182559,12.781990605182559,12.781990605182559,12.781990605182559,12.781990605182559,0.0,0.0,0.0,659.675751769773
13,2019-03-05,648.4625721087955,573.6896492975492,719.9665547202127,648.4625721087955,648.4625721087955,-0.19610195800748587,-0.19610195800748587,-0.19610195800748587,-0.19610195800748587,-0.19610195800748587,-0.19610195800748587,0.0,0.0,0.0,648.266470150788
14,2019-03-06,648.8547748448468,566.3744076927271,720.518007925147,648.8547748448468,648.8547748448468,-3.1002505741141246,-3.1002505741141246,-3.1002505741141246,-3.1002505741141246,-3.1002505741141246,-3.1002505741141246,0.0,0.0,0.0,645.7545242707326
15,2019-03-07,649.246977580898,567.6362119775038,712.2222724766966,649.246977580898,649.246977580898,-5.837879057178449,-5.837879057178449,-5.837879057178449,-5.837879057178449,-5.837879057178449,-5.837879057178449,0.0,0.0,0.0,643.4090985237195
16,2019-03-08,649.6391803169494,568.0083583092829,715.8761750932576,649.6391803169494,649.6391803169494,-8.39605111372019,-8.39605111372019,-8.39605111372019,-8.39605111372019,-8.39605111372019,-8.39605111372019,0.0,0.0,0.0,641.2431292032292
17,2019-03-11,650.8157885251031,559.6951467009245,711.1927281547856,650.8157885251031,650.8157885251031,-14.897264214240248,-14.897264214240248,-14.897264214240248,-14.897264214240248,-14.897264214240248,-14.897264214240248,0.0,0.0,0.0,635.9185243108628
