,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2019-02-12,1678.621929280825,1694.029170724497,1982.1610931166588,1678.621929280825,1678.621929280825,160.32173455188718,160.32173455188718,160.32173455188718,160.32173455188718,160.32173455188718,160.32173455188718,0.0,0.0,0.0,1838.9436638327122
1,2019-02-14,1681.8622847726667,1686.4909630131574,1964.086048798051,1681.8622847726667,1681.8622847726667,143.1194862206599,143.1194862206599,143.1194862206599,143.1194862206599,143.1194862206599,143.1194862206599,0.0,0.0,0.0,1824.9817709933266
2,2019-02-15,1683.4824625185877,1672.3349625420215,1947.3761549258084,1683.4824625185877,1683.4824625185877,134.18944275571013,134.18944275571013,134.18944275571013,134.18944275571013,134.18944275571013,134.18944275571013,0.0,0.0,0.0,1817.6719052742978
3,2019-02-18,1688.3429957563505,1645.383618978345,1922.3192336251072,1688.3429957563505,1688.3429957563505,106.53470459163802,106.53470459163802,106.53470459163802,106.53470459163802,106.53470459163802,106.53470459163802,0.0,0.0,0.0,1794.8777003479886
4,2019-02-19,1689.9631735022713,1653.2643633734367,1926.016316852184,1689.9631735022713,1689.9631735022713,97.15722130772485,97.15722130772485,97.15722130772485,97.15722130772485,97.15722130772485,97.15722130772485,0.0,0.0,0.0,1787.120394809996
5,2019-02-20,1691.5833512481922,1632.6020277457094,1918.9252435721942,1691.5833512481922,1691.5833512481922,87.76586983926143,87.76586983926143,87.76586983926143,87.76586983926143,87.76586983926143,87.76586983926143,0.0,0.0,0.0,1779.3492210874538
6,2019-02-21,1693.203528994113,1634.0145572943766,1912.3702914389241,1693.203528994113,1693.203528994113,78.40067021553006,78.40067021553006,78.40067021553006,78.40067021553006,78.40067021553006,78.40067021553006,0.0,0.0,0.0,1771.604199209643
7,2019-02-22,1694.823706740034,1612.471069891032,1910.9774878509681,1694.823706740034,1694.823706740034,69.10185754972025,69.10185754972025,69.10185754972025,69.10185754972025,69.10185754972025,69.10185754972025,0.0,0.0,0.0,1763.9255642897542
8,2019-02-25,1699.6842399777966,1597.8429942293114,1889.119845456191,1699.6842399777966,1699.6842399777966,42.00580421278025,42.00580421278025,42.00580421278025,42.00580421278025,42.00580421278025,42.00580421278025,0.0,0.0,0.0,1741.6900441905768
9,2019-02-26,1701.3044177237173,1592.1751329197289,1871.4417651424833,1701.3044177237173,1701.3044177237173,33.372989588365726,33.372989588365726,33.372989588365726,33.372989588365726,33.372989588365726,33.372989588365726,0.0,0.0,0.0,1734.677407312083
10,2019-02-27,1702.9245954696385,1584.7299548950202,1875.7167542872814,1702.9245954696385,1702.9245954696385,25.00422898605134,25.00422898605134,25.00422898605134,25.00422898605134,25.00422898605134,25.00422898605134,0.0,0.0,0.0,1727.92882445569
11,2019-02-28,1704.5447732155592,1568.1358187913445,1860.9224601215014,1704.5447732155592,1704.5447732155592,16.93646250497247,16.93646250497247,16.93646250497247,16.93646250497247,16.93646250497247,16.93646250497247,0.0,0.0,0.0,1721.4812357205317
12,2019-03-01,1706.1649509614801,1579.5685143626326,1862.7998368341014,1706.1649509614801,1706.1649509614801,9.204951954574822,9.204951954574822,9.204951954574822,9.204951954574822,9.204951954574822,9.204951954574822,0.0,0.0,0.0,1715.369902916055
13,2019-03-05,1712.6456619451635,1556.226120907843,1838.3862025705089,1712.6456619451635,1712.6456619451635,-17.735966383562367,-17.735966383562367,-17.735966383562367,-17.735966383562367,-17.735966383562367,-17.735966383562367,0.0,0.0,0.0,1694.9096955616012
14,2019-03-06,1714.2658396910845,1551.6057887614197,1835.6228786072772,1714.2658396910845,1714.2658396910845,-23.346242512238426,-23.346242512238426,-23.346242512238426,-23.346242512238426,-23.346242512238426,-23.346242512238426,0.0,0.0,0.0,1690.919597178846
15,2019-03-07,1715.8860174370052,1547.012890975516,1818.952525265589,1715.8860174370052,1715.8860174370052,-28.46837713715715,-28.46837713715715,-28.46837713715715,-28.46837713715715,-28.46837713715715,-28.46837713715715,0.0,0.0,0.0,1687.417640299848
16,2019-03-08,1717.5061951829264,1543.5778639580208,1816.0562159612716,1717.5061951829264,1717.5061951829264,-33.09113374605247,-33.09113374605247,-33.09113374605247,-33.09113374605247,-33.09113374605247,-33.09113374605247,0.0,0.0,0.0,1684.4150614368739
