,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1560,2025-06-11,1822.8368808175042,1760.4612737544915,1881.9904384290558,1822.8368808175042,1822.8368808175042,0.2089172289599755,0.2089172289599755,0.2089172289599755,0.2089172289599755,0.2089172289599755,0.2089172289599755,0.0,0.0,0.0,1823.0457980464641
1561,2025-06-12,1823.8491306992723,1761.116422850066,1884.574298061263,1823.8491306992723,1823.8491306992723,0.3826274993590062,0.3826274993590062,0.3826274993590062,0.3826274993590062,0.3826274993590062,0.3826274993590062,0.0,0.0,0.0,1824.2317581986313
1562,2025-06-13,1824.8613805810412,1762.8372558169403,1884.3967099477927,1824.8613805810412,1824.8613805810412,0.6386944091010098,0.6386944091010098,0.6386944091010098,0.6386944091010098,0.6386944091010098,0.6386944091010098,0.0,0.0,0.0,1825.5000749901421
1563,2025-06-16,1827.8981302263462,1770.5556792817256,1888.7181836407385,1827.8981302263462,1827.8981302263462,1.9714544126050657,1.9714544126050657,1.9714544126050657,1.9714544126050657,1.9714544126050657,1.9714544126050657,0.0,0.0,0.0,1829.8695846389512
1564,2025-06-17,1828.9103801081144,1770.0936408035345,1895.5655526724288,1828.9103801081144,1828.9103801081144,2.6141762493149217,2.6141762493149217,2.6141762493149217,2.6141762493149217,2.6141762493149217,2.6141762493149217,0.0,0.0,0.0,1831.5245563574292
1565,2025-06-18,1829.9226299898828,1769.2605961662375,1897.5359195624942,1829.9226299898828,1829.9226299898828,3.3538144013577265,3.3538144013577265,3.3538144013577265,3.3538144013577265,3.3538144013577265,3.3538144013577265,0.0,0.0,0.0,1833.2764443912406
1566,2025-06-19,1830.9348798716512,1773.0586962526843,1897.5329776107278,1830.9348798716512,1830.9348798716512,4.184230931351182,4.184230931351182,4.184230931351182,4.184230931351182,4.184230931351182,4.184230931351182,0.0,0.0,0.0,1835.1191108030025
1567,2025-06-20,1831.9471297534194,1777.7473921593762,1899.722652646034,1831.9471297534194,1831.9471297534194,5.096121592808563,5.096121592808563,5.096121592808563,5.096121592808563,5.096121592808563,5.096121592808563,0.0,0.0,0.0,1837.0432513462279
1568,2025-06-23,1834.9838793987249,1783.6984794538546,1905.1061770291817,1834.9838793987249,1834.9838793987249,8.183558602918936,8.183558602918936,8.183558602918936,8.183558602918936,8.183558602918936,8.183558602918936,0.0,0.0,0.0,1843.1674380016439
1569,2025-06-24,1835.9961292804933,1784.6800792163967,1906.3407523292547,1835.9961292804933,1835.9961292804933,9.271629116803627,9.271629116803627,9.271629116803627,9.271629116803627,9.271629116803627,9.271629116803627,0.0,0.0,0.0,1845.2677583972968
1570,2025-06-25,1837.0083791622615,1785.465782892674,1908.8948237655393,1837.0083791622615,1837.0083791622615,10.355101446863165,10.355101446863165,10.355101446863165,10.355101446863165,10.355101446863165,10.355101446863165,0.0,0.0,0.0,1847.3634806091247
1571,2025-06-26,1838.0206290440303,1790.0747380221846,1915.5550923261128,1838.0206290440303,1838.0206290440303,11.411658377060288,11.411658377060288,11.411658377060288,11.411658377060288,11.411658377060288,11.411658377060288,0.0,0.0,0.0,1849.4322874210907
1572,2025-06-27,1839.0328789257987,1788.5379002999898,1914.8744208860994,1839.0328789257987,1839.0328789257987,12.41853532598684,12.41853532598684,12.41853532598684,12.41853532598684,12.41853532598684,12.41853532598684,0.0,0.0,0.0,1851.4514142517855
1573,2025-06-30,1842.069628571104,1797.2206498675496,1921.5859594699189,1842.069628571104,1842.069628571104,14.919837697590134,14.919837697590134,14.919837697590134,14.919837697590134,14.919837697590134,14.919837697590134,0.0,0.0,0.0,1856.989466268694
1574,2025-07-01,1843.0818784528724,1795.682897690996,1919.243880402226,1843.0818784528724,1843.0818784528724,15.51324977664229,15.51324977664229,15.51324977664229,15.51324977664229,15.51324977664229,15.51324977664229,0.0,0.0,0.0,1858.5951282295148
1575,2025-07-02,1844.0941283346408,1801.200776851911,1926.7574061040648,1844.0941283346408,1844.0941283346408,15.958187029904053,15.958187029904053,15.958187029904053,15.958187029904053,15.958187029904053,15.958187029904053,0.0,0.0,0.0,1860.052315364545
1576,2025-07-03,1845.106378216409,1805.0192475702818,1925.2784532710612,1845.106378216409,1845.106378216409,16.241978541681956,16.241978541681956,16.241978541681956,16.241978541681956,16.241978541681956,16.241978541681956,0.0,0.0,0.0,1861.3483567580909
1577,2025-07-04,1846.1186280981774,1804.4807151075315,1926.5704112102546,1846.1186280981774,1846.1186280981774,16.355437631125255,16.355437631125255,16.355437631125255,16.355437631125255,16.355437631125255,16.355437631125255,0.0,0.0,0.0,1862.4740657293028
1578,2025-07-07,1849.1553777434824,1801.3784361282871,1921.2202839338133,1849.1553777434824,1849.1553777434824,15.640229128170695,15.640229128170695,15.640229128170695,15.640229128170695,15.640229128170695,15.640229128170695,0.0,0.0,0.0,1864.795606871653
1579,2025-07-08,1850.1676276252506,1802.3128686763444,1925.6908340087307,1850.1676276252506,1850.1676276252506,15.059200339458284,15.059200339458284,15.059200339458284,15.059200339458284,15.059200339458284,15.059200339458284,0.0,0.0,0.0,1865.226827964709
1580,2025-07-09,1851.1798775070195,1799.873528923192,1927.9614563681978,1851.1798775070195,1851.1798775070195,14.321665309867463,14.321665309867463,14.321665309867463,14.321665309867463,14.321665309867463,14.321665309867463,0.0,0.0,0.0,1865.501542816887
