Date,close,daily_return,ma_7,ma_30,volatility_30,rsi_14,anomaly,anomaly_score,is_anomaly
2019-02-12,556.1295166015625,0.0025135383942027,567.2365025111607,527.9290598551432,0.0174748679322955,56.07833003737401,1,0.17260106193018543,0
2019-02-14,541.8765258789062,-0.0256289053128387,563.0187901088169,529.6671478271485,0.0180395637901564,45.50547721151611,1,0.1359317742389552,0
2019-02-15,550.8399658203125,0.0165414804172736,560.0404750279018,531.9054158528646,0.0179336651629701,49.720691492322494,1,0.15474793931687775,0
2019-02-18,540.0617065429688,-0.0195669521932613,554.3399571010044,533.6973571777344,0.018461812069655,48.34411420475248,1,0.14871347404371787,0
2019-02-19,538.291259765625,-0.0032782305353155,549.6416887555804,535.3402811686198,0.018501021691214,51.00762435592701,1,0.16713525471041635,0
2019-02-20,546.3693237304688,0.0150068644405652,546.9004952566964,537.253949991862,0.0186086748936256,57.05939271950464,1,0.15271220063310337,0
2019-02-21,551.9244384765625,0.0101673254789724,546.4989624023438,539.2627868652344,0.0186421671636398,53.87488015444115,1,0.15709495277066193,0
2019-02-22,545.4840698242188,-0.0116689318380621,544.9781842912946,541.1048940022787,0.0188220959141241,46.431463111866606,1,0.16102179245715398,0
2019-02-25,545.4619750976562,-4.050480625328312e-05,545.4903913225446,543.0856974283854,0.0186946385757633,35.75589989039828,1,0.15771129209598178,0
2019-02-26,540.128173828125,-0.0097785024677041,543.9601353236607,544.9071502685547,0.0188428039218317,33.57896548679817,1,0.1514690400252932,0
2019-02-27,541.5667724609375,0.0026634393511015,544.1751447405134,546.2918690999348,0.0181804667172946,28.49005537480221,1,0.14013065339941055,0
2019-02-28,544.90869140625,0.006170834540174,545.1204921177456,547.695767211914,0.018184120280204,34.328018007586664,1,0.14781986534919345,0
2019-03-01,542.6953735351562,-0.0040618142195196,544.5956420898438,549.0472839355468,0.0182129657823666,35.783081314143445,1,0.1643673890139905,0
2019-03-05,547.830078125,0.0094614858357755,544.0107334681919,549.8337056477865,0.0165306119589922,45.37919947458321,1,0.16084038017568358,0
2019-03-06,559.8475952148438,0.0219365777267557,546.0626656668527,550.2335530598958,0.0148936156919861,52.1783752353884,1,0.14929379876317583,0
2019-03-07,562.2601318359375,0.0043092738840253,548.46240234375,550.7514424641927,0.0148964064417656,63.86636406591116,1,0.16551012206816035,0
2019-03-08,560.8656616210938,-0.0024801157611699,551.4249005998884,551.3534240722656,0.0148318278281353,57.60314825632257,1,0.1795387008832025,0
2019-03-11,577.2433471679688,0.029200727852616,556.5215541294643,552.1892720540365,0.0154265165418404,75.99000988090017,1,0.1154962857034848,0
2019-03-12,589.30517578125,0.0208955697323462,562.8639090401786,553.4485778808594,0.0158113763596247,81.17370793959594,1,0.12058408451397684,0
2019-03-13,596.365234375,0.0119803098358848,570.5310320172991,555.1859293619792,0.0156256498040437,80.93652583705783,1,0.1316449574595282,0
2019-03-14,593.8200073242188,-0.0042678997769691,577.1010219029018,557.1173034667969,0.0152993952009078,76.9272049829787,1,0.15102921863545377,0
2019-03-15,585.0115966796875,-0.0148334689567338,580.6958792550223,558.975644938151,0.0153948085055044,74.65472594692918,1,0.14024624405170638,0
2019-03-18,597.5824584960938,0.0214882267082463,585.741925920759,560.788985188802,0.0151719444039032,78.10913404820089,1,0.13718794337973328,0
2019-03-19,609.3123168945312,0.0196288532765125,592.6628766741071,562.656913248698,0.015209543619065,84.90376402062117,1,0.10946402687434942,0
2019-03-20,608.8255004882812,-0.0007989603898558,597.1746128627232,563.9044128417969,0.0141689838583601,84.26141433612635,1,0.12400102373674227,0
2019-03-22,593.9086303710938,-0.0245010600003188,597.8322492327009,564.6450948079427,0.0149850060615646,72.32747011795959,1,0.137925683997829,0
2019-03-25,586.2508544921875,-0.0128938619297742,596.3873378208706,564.8546122233073,0.0149933081173648,68.90845411895256,1,0.16028492471919492,0
2019-03-26,605.1959228515625,0.0323156345346145,598.012468610491,565.9885050455729,0.0157725786789017,72.23741180812856,1,0.13644812529262773,0
2019-03-27,597.2283935546875,-0.0131652064992995,599.7577253069196,567.0441955566406,0.0158703495211319,64.96009887954429,1,0.1722695060198302,0
2019-03-28,601.9866943359375,0.0079673050253501,600.3869018554688,568.6192464192708,0.0153935196012778,65.6058786746512,1,0.17528242582464493,0
2019-04-01,616.0846557617188,0.0234190581925286,601.3543788364956,570.6177510579427,0.0158446773800783,69.723287793078,1,0.15107563179801842,0
2019-04-02,615.1331176757812,-0.0015444924281728,602.2554670061384,573.0596374511719,0.0148976627952216,65.20967678707933,1,0.18658088353858704,0
2019-04-03,608.7147827148438,-0.0104340585419763,604.3706316266741,574.9887980143229,0.0149499651198634,58.161153048020914,1,0.18815265154460248,0
2019-04-04,598.910400390625,-0.0161066933194747,606.1791381835938,576.9504211425781,0.0147786822686037,51.046025104602506,1,0.182543248761662,0
2019-04-05,599.28662109375,0.0006281752710917,605.3349522181919,578.9835998535157,0.0147335069575633,52.28747887213871,1,0.19485913349704376,0
2019-04-08,588.3756103515625,-0.0182066649882387,604.0702689034598,580.3838094075521,0.0150971021557495,51.38331429213943,1,0.17478850720869837,0
2019-04-09,590.6773681640625,0.0039120551090223,602.4546508789062,581.6755737304687,0.0150317778093251,46.89863552353909,1,0.1959999540259908,0
2019-04-10,589.3272705078125,-0.0022856769685393,598.6321672712054,583.1370137532552,0.0148257293147223,40.10089118734887,1,0.19586345230730445,0
2019-04-11,596.1439208984375,0.0115668334586844,595.9194248744419,584.8264119466146,0.014903379310578,44.089136756508566,1,0.18232220283829503,0
2019-04-12,594.5061645507812,-0.0027472499345259,593.8896222795759,586.6390116373698,0.014748791772754,50.31785631725632,1,0.19723341909102465,0
2019-04-15,593.2003784179688,-0.0021964215186888,593.0739048549107,588.3601318359375,0.0147827572194951,53.96470448133722,1,0.19517927395814944,0
2019-04-16,594.7937622070312,0.0026860801965635,592.4320678710938,590.0229675292969,0.0147718502781309,42.60061494751412,1,0.19122884683639518,0
2019-04-18,613.47314453125,0.0314048053478357,596.0174298967634,592.3822265625,0.0155818092543753,60.0273067168194,1,0.14501686201696595,0
2019-04-22,595.5021362304688,-0.029293879383282,596.7066824776786,593.9712951660156,0.0166980874638277,46.55864806367876,1,0.14583467842266418,0
2019-04-23,603.6908569335938,0.0137509510124675,598.7586233956473,595.4327372233073,0.0164415312635361,42.98247311664453,1,0.17783561288740735,0
2019-04-24,615.0445556640625,0.0188071404429397,601.4587140764509,597.1922180175782,0.0167030729427131,49.95513948189348,1,0.16769085051485738,0
2019-04-25,607.4755249023438,-0.0123064755098051,603.3114798409598,598.7458801269531,0.0169119187874532,49.379495479460765,1,0.1876529590516598,0
2019-04-26,616.505126953125,0.0148641413203154,606.6407296316964,600.0546061197916,0.0163328918272795,58.87868256258185,1,0.17446900177189367,0
2019-04-30,616.505126953125,0.0,609.7423531668527,600.9612711588542,0.0159547843072041,58.7219504956005,1,0.1856846214142217,0
2019-05-02,621.9275512695312,0.0087954245298895,610.9501255580357,601.8133483886719,0.0158940046541779,67.99624174608215,1,0.16825777461444003,0
2019-05-03,623.6094360351562,0.00270430979009,614.9654541015625,602.8063293457031,0.0158573599731826,67.7820042724874,1,0.17755064430108414,0
2019-05-06,613.0083618164062,-0.0169995410687665,616.2965262276786,603.7395548502604,0.0159402067778032,61.6254283979848,1,0.1705602749940524,0
2019-05-07,594.6832885742188,-0.0298936758185295,613.3877737862723,603.6429158528646,0.016489646336006,49.35574829952118,1,0.14788353585084968,0
2019-05-08,575.1849975585938,-0.0327876894983429,608.7748413085938,602.5053385416667,0.0171003895202533,42.63783677179104,1,0.14607323872084466,0
2019-05-09,556.151611328125,-0.0330908947751715,600.1529105050223,600.7495422363281,0.0180278107793395,37.56310065740651,1,0.13189672682116405,0
2019-05-10,553.8057250976562,-0.0042180696462725,591.1958530970982,599.4127787272135,0.0175623271990701,36.309891726424524,1,0.1751674840789042,0
2019-05-13,545.3512573242188,-0.0152661256290672,580.2563825334821,598.0494588216146,0.0176174924283967,25.57909739881522,1,0.14194234445233167,0
2019-05-14,557.922119140625,0.0230509449599245,570.8724801199777,596.4736653645833,0.017063029485699,35.98538700536038,1,0.1449382069331714,0
2019-05-15,556.3507690429688,-0.0028164326950804,562.7785382952009,595.1110778808594,0.0169455677991726,31.429001042017845,1,0.1665336820637891,0
2019-05-16,560.091064453125,0.0067229086725093,557.8367919921875,593.7145568847657,0.0169212736265119,27.07283559407145,1,0.13590219594223396,0
2019-05-17,560.9984741210938,0.0016201109525908,555.8101457868304,591.8783508300781,0.016234529969593,29.46800375760229,1,0.153951777994359,0
2019-05-20,586.892822265625,0.0461576088689001,560.2017473493304,590.9370076497396,0.0185516279868509,38.61474661212399,1,0.09495448052208566,0
2019-05-21,593.0453491210938,0.0104832204826048,565.8074079241071,590.4146931966146,0.0185933857618588,41.38770121654196,1,0.17383582892401211,0
