Date,close,daily_return,ma_7,ma_30,volatility_30,rsi_14,anomaly,anomaly_score,is_anomaly
2019-02-12,1686.6790771484375,-0.0069219404576131,1694.9238804408485,1598.0730346679688,0.0120422530869693,83.62637169356674,1,0.07901035447804239,0
2019-02-14,1680.9239501953125,-0.0034121054983706,1694.26025390625,1601.509903971354,0.0119908547378884,79.46447740488804,1,0.09133809630889544,0
2019-02-15,1668.6741943359375,-0.0072875134285234,1692.5160958426338,1605.1769612630208,0.0118225319767371,72.83973761702849,1,0.12078988590424045,0
2019-02-18,1619.839599609375,-0.0292655060480494,1680.2428327287946,1607.8478841145834,0.0129087852971866,52.90207816758049,1,0.0844726233390678,0
2019-02-19,1565.9906005859375,-0.0332434143704248,1659.325544084821,1608.1482218424478,0.01426785669503,37.06649257224508,1,0.06842705959958706,0
2019-02-20,1574.1707763671875,0.0052236429632395,1642.1019635881696,1608.840177408854,0.0142869060737364,39.24819111346164,1,0.12671941611960663,0
2019-02-21,1573.71826171875,-0.0002874622342321,1624.2852085658485,1609.6975382486978,0.0142677377264187,32.01934845933884,1,0.10726909136074092,0
2019-02-22,1583.132080078125,0.0059818956088706,1609.4927804129463,1610.8249389648438,0.0143009653976172,30.925573120211325,1,0.0971517258076875,0
2019-02-25,1632.0484619140625,0.0308984843725252,1602.5105678013392,1614.8407796223958,0.0145034198706846,39.587284623514186,1,0.07122689608782673,0
2019-02-26,1676.0736083984375,0.0269753916698909,1603.567626953125,1621.1253580729167,0.014722052526259,49.188475323891055,1,0.08851364656002458,0
2019-02-27,1692.02294921875,0.0095158952091327,1613.879534040179,1626.449881998698,0.0139272750684606,47.61157263476208,1,0.12755079094954175,0
2019-02-28,1630.650634765625,-0.0362715614947551,1623.1166817801338,1629.664396158854,0.015699512824357,38.05118580812279,1,0.05564243494541332,0
2019-03-01,1640.475341796875,0.0060250226638289,1632.5887625558037,1632.434973144531,0.0155284134568909,41.88395180568022,1,0.13742174700176157,0
2019-03-05,1634.4739990234375,-0.0036582950200665,1641.2681535993304,1634.8314819335938,0.015557779537221,40.49833367727269,1,0.144497631365678,0
2019-03-06,1643.9287109375,0.0057845593871248,1649.9533865792412,1637.3225463867188,0.0155693327937227,43.60558469449276,1,0.14795190071094538,0
2019-03-07,1655.19140625,0.0068510849877894,1653.259521484375,1640.3753784179687,0.015564737928983,46.21342460349822,1,0.15354505742746055,0
2019-03-08,1662.9195556640625,0.0046690366956239,1651.38037109375,1644.40654296875,0.0152791595882583,49.14177732305597,1,0.15369282298900377,0
2019-03-11,1656.4246826171875,-0.0039057048939937,1646.2949044363838,1647.510078938802,0.0151736150472773,56.24478307814954,1,0.1572286125832691,0
2019-03-12,1654.4925537109375,-0.001166445372691,1649.700892857143,1650.0216756184896,0.0151061317809771,68.3607686619326,1,0.14540656628358883,0
2019-03-13,1644.668212890625,-0.0059379782630493,1650.2998744419642,1651.268575032552,0.014851240266033,64.52642079797405,1,0.1565065088566885,0
2019-03-14,1633.8983154296875,-0.0065483708972575,1650.217633928571,1651.3960001627604,0.0146917204665619,61.89470880347667,1,0.15966295054937724,0
2019-03-15,1677.1015625,0.0264418211722989,1654.9566127232142,1653.0005208333334,0.0154516033314829,66.384732743839,1,0.11464005893412449,0
2019-03-18,1663.001708984375,-0.008407274688008,1656.0723702566963,1653.2389322916667,0.0152627648345921,56.142912862206046,1,0.16241353293450023,0
2019-03-19,1663.001708984375,0.0,1656.0841064453125,1653.0430013020834,0.0151948945669413,46.85647120435447,1,0.1602383505309447,0
2019-03-20,1656.6302490234375,-0.0038313009099844,1656.1134730747767,1652.0783650716146,0.0150902998492276,41.07775792574958,1,0.15323201470363412,0
2019-03-22,1648.9022216796875,-0.0046649077839219,1655.3148542131696,1651.0123291015625,0.0151041812777305,56.30689799172393,1,0.16102921440010926,0
2019-03-25,1631.3087158203125,-0.0106698296770156,1653.4063546316963,1648.5308715820313,0.0149277776659789,46.993843811024455,1,0.14885836756080462,0
2019-03-26,1629.9931640625,-0.0008064394832532,1652.8484758649554,1645.7835896809895,0.0148950389726475,48.48393483897668,1,0.1543785671379856,0
2019-03-27,1617.8668212890625,-0.0074395052941292,1644.386369977679,1643.2212890625,0.0148456159331929,41.33869160486074,1,0.1469092591537215,0
2019-03-28,1644.5037841796875,0.0164642494302476,1641.7438092912946,1641.423563639323,0.0151907311489631,46.77742663789822,1,0.1348810304562993,0
2019-04-01,1670.2777099609375,0.0156727676939378,1642.783238002232,1640.8768513997395,0.0154431328810285,52.00091086290318,1,0.13464918666419395,0
